id_cliente,renda,profissao,qt_compras,val_compra,tm_compra,qt_vendas,val_venda,tm_venda,dif_cv,acoes,acoes_dif,ativo_m1,ligou_cr_m1
242745723,De 5 a 10k,A,0.0,0.0,0.0,399.96,11298.83,28.25,-399.96,5200,10,True,True
146686957,De 0 a 5k,A,200.0,2979.94,14.9,299.94,7096.65,23.66,-99.94,9800,21,True,False
624837695,De 10 a 15k,B,599.91,16143.58,26.91,0.0,0.0,0.0,599.91,15600,29,True,False
107050454,De 0 a 5k,B,0.0,0.0,0.0,400.0,7716.06,19.29,-400.0,4100,19,True,True
990793385,De 15 a 20k,B,2000.0,22099.99,11.05,0.0,0.0,0.0,2000.0,30000,118,True,True
308509645,De 5 a 10k,B,199.95,3413.12,17.07,0.0,0.0,0.0,199.95,7600,17,True,False
112929995,De 0 a 5k,C,0.0,0.0,0.0,299.95,5935.93,19.79,-299.95,1900,13,True,False
620608328,De 10 a 15k,A,0.0,0.0,0.0,1199.97,32675.31,27.23,-1199.97,12900,29,True,False
278119222,De 5 a 10k,A,0.0,0.0,0.0,399.91,8534.03,21.34,-399.91,3200,14,True,False
319157913,De 5 a 10k,C,999.9,24337.56,24.34,0.0,0.0,0.0,999.9,15400,84,True,True
219895304,De 15 a 20k,A,1200.14,27603.25,23.0,0.0,0.0,0.0,1200.14,28800,90,True,False
837274808,De 0 a 5k,C,0.0,0.0,0.0,400.0,5707.99,14.27,-400.0,4100,7,True,False
599281857,De 5 a 10k,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9800,19,True,False
758927922,De 15 a 20k,C,0.0,0.0,0.0,1600.19,36100.2,22.56,-1600.19,16000,58,True,False
683511744,De 0 a 5k,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6200,23,True,False
416795471,De 0 a 5k,C,300.11,3304.25,11.01,0.0,0.0,0.0,300.11,4600,11,True,False
134722501,De 5 a 10k,A,0.0,0.0,0.0,999.93,10549.25,10.55,-999.93,15200,86,True,False
992315782,De 10 a 15k,C,0.0,0.0,0.0,1199.98,25331.61,21.11,-1199.98,15900,28,True,False
872759990,De 15 a 20k,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36800,67,True,False
267451881,De 5 a 10k,B,0.0,0.0,0.0,399.98,9875.45,24.69,-399.98,7400,17,True,False
584651235,De 0 a 5k,A,0.0,0.0,0.0,299.99,7529.66,25.1,-299.99,5000,10,True,False
333258457,De 0 a 5k,C,399.93,9486.42,23.72,100.0,2840.05,28.4,299.93,7000,52,True,False
465992665,De 5 a 10k,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15800,39,True,False
289194971,De 0 a 5k,A,300.04,3015.37,10.05,399.98,11207.56,28.02,-99.94,8500,16,True,False
814579852,De 10 a 15k,A,0.0,0.0,0.0,1499.85,29291.98,19.53,-1499.85,24900,94,True,False
586279747,De 10 a 15k,A,299.97,3968.6,13.23,0.0,0.0,0.0,299.97,6600,19,True,False
362152631,De 15 a 20k,A,0.0,0.0,0.0,1599.87,37756.88,23.6,-1599.87,36800,109,True,True
258075022,De 0 a 5k,B,300.01,8883.32,29.61,300.03,7392.67,24.64,-0.01999999999998181,8500,24,True,True
830774490,De 5 a 10k,C,599.96,10133.29,16.89,1000.19,22164.12,22.16,-400.23,15600,65,True,False
164434446,De 0 a 5k,A,300.06,3912.81,13.04,100.02,1679.35,16.79,200.04000000000002,3800,8,True,True
546503543,De 5 a 10k,C,400.01,10132.29,25.33,0.0,0.0,0.0,400.01,14200,45,True,False
726791969,De 0 a 5k,B,299.92,5944.51,19.82,0.0,0.0,0.0,299.92,1800,11,True,False
673040116,De 15 a 20k,B,1600.18,37524.19,23.45,1200.28,24041.66,20.03,399.9000000000001,5200,28,True,False
368737974,De 0 a 5k,B,200.02,5418.5,27.09,399.95,10094.78,25.24,-199.92999999999998,7300,15,True,False
688540699,De 5 a 10k,A,200.06,2680.76,13.4,1000.19,12302.35,12.3,-800.1300000000001,800,4,True,True
165885988,De 0 a 5k,C,500.12,5511.34,11.02,100.03,1472.49,14.72,400.09000000000003,8000,14,True,True
976802500,De 5 a 10k,B,800.09,20978.44,26.22,999.83,11978.0,11.98,-199.74,19200,63,True,True
652460200,De 10 a 15k,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17700,48,False,True
290993131,De 0 a 5k,B,299.97,7706.3,25.69,0.0,0.0,0.0,299.97,1000,4,True,False
406581629,De 5 a 10k,B,400.02,9124.49,22.81,400.08,10313.94,25.78,-0.060000000000002274,19200,69,True,False
771531746,De 0 a 5k,A,399.96,10778.88,26.95,500.11,10667.36,21.33,-100.15000000000003,2900,7,True,True
812751144,De 10 a 15k,B,0.0,0.0,0.0,299.99,5174.9,17.25,-299.99,9300,20,True,True
451032300,De 5 a 10k,C,200.01,4562.26,22.81,800.06,13440.95,16.8,-600.05,9600,22,True,False
251377654,De 5 a 10k,A,0.0,0.0,0.0,600.09,11425.78,19.04,-600.09,15600,127,True,False
945356175,De 0 a 5k,A,0.0,0.0,0.0,499.95,11863.89,23.73,-499.95,300,1,True,False
179063529,De 5 a 10k,B,799.72,11020.14,13.78,999.85,24806.19,24.81,-200.13,800,6,True,True
668011613,De 5 a 10k,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8200,52,True,False
395574217,De 0 a 5k,B,100.01,2332.34,23.32,399.93,7190.66,17.98,-299.92,500,1,True,True
425611218,De 0 a 5k,C,299.99,7670.74,25.57,0.0,0.0,0.0,299.99,9200,68,True,False
730544758,De 5 a 10k,B,200.0,5443.93,27.22,0.0,0.0,0.0,200.0,12200,51,True,False
377325255,De 5 a 10k,C,0.0,0.0,0.0,800.17,11906.47,14.88,-800.17,9000,32,True,False
454863708,De 0 a 5k,B,399.84,4938.03,12.35,199.93,2427.13,12.14,199.90999999999997,2000,6,True,False
512135717,De 0 a 5k,A,0.0,0.0,0.0,99.99,1324.84,13.25,-99.99,8400,20,True,False
754179850,De 10 a 15k,C,1199.71,17851.74,14.88,1199.81,30607.05,25.51,-0.09999999999990905,22500,67,True,False
269368875,De 5 a 10k,C,799.81,12668.93,15.84,0.0,0.0,0.0,799.81,1800,5,True,False
740976853,De 0 a 5k,C,0.0,0.0,0.0,199.98,3613.58,18.07,-199.98,6000,20,True,True
312438854,De 5 a 10k,A,199.92,2279.04,11.4,399.97,9699.19,24.25,-200.05000000000004,3800,8,True,True
934969954,De 5 a 10k,A,0.0,0.0,0.0,399.97,9683.38,24.21,-399.97,10600,24,True,False
183314433,De 0 a 5k,B,0.0,0.0,0.0,400.08,5141.05,12.85,-400.08,9800,21,True,False
286729739,De 5 a 10k,B,999.84,22726.28,22.73,599.89,16299.04,27.17,399.95000000000005,6000,29,True,False
270179842,De 10 a 15k,B,299.99,8069.85,26.9,1200.2,35285.93,29.4,-900.21,11700,55,True,False
501970650,De 0 a 5k,C,399.93,4827.16,12.07,0.0,0.0,0.0,399.93,5200,12,True,False
724184270,De 5 a 10k,B,0.0,0.0,0.0,799.94,16798.75,21.0,-799.94,9800,38,True,False
219913821,De 0 a 5k,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4100,18,False,False
513430116,De 0 a 5k,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7600,24,False,True
940240143,De 0 a 5k,B,500.05,6600.6,13.2,300.04,5235.73,17.45,200.01,4100,11,True,True
748693643,De 5 a 10k,B,1000.03,14920.48,14.92,0.0,0.0,0.0,1000.03,4600,9,True,False
132482475,De 0 a 5k,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4200,9,False,True
699403370,De 5 a 10k,B,800.11,12609.66,15.76,200.03,5724.89,28.62,600.08,2800,7,True,False
960862731,De 0 a 5k,C,0.0,0.0,0.0,200.03,2984.5,14.92,-200.03,4700,19,True,False
546900654,De 0 a 5k,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9700,37,False,False
930532229,De 0 a 5k,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6400,12,False,True
607382588,De 5 a 10k,A,800.08,20017.95,25.02,400.08,6253.18,15.63,400.00000000000006,8800,18,True,False
132506692,De 5 a 10k,A,1000.19,25374.81,25.37,800.17,16395.49,20.49,200.0200000000001,19600,107,True,True
803771589,De 0 a 5k,B,0.0,0.0,0.0,100.0,2099.06,20.99,-100.0,5700,22,False,True
855878895,De 5 a 10k,B,0.0,0.0,0.0,1000.04,13520.5,13.52,-1000.04,11600,28,True,False
446195745,De 0 a 5k,B,499.83,7027.57,14.06,0.0,0.0,0.0,499.83,6600,17,True,False
302417885,De 15 a 20k,C,0.0,0.0,0.0,400.05,9917.16,24.79,-400.05,15200,44,True,False
527541489,De 0 a 5k,C,299.9,3472.86,11.58,0.0,0.0,0.0,299.9,2500,5,True,False
959255385,De 0 a 5k,A,99.99,2884.63,28.85,0.0,0.0,0.0,99.99,2300,11,False,True
474001336,De 0 a 5k,A,200.04,3842.72,19.21,400.07,5884.98,14.71,-200.03,1600,6,True,False
266331254,De 0 a 5k,C,0.0,0.0,0.0,499.86,5413.53,10.83,-499.86,9800,18,True,False
576578396,De 0 a 5k,A,300.05,4044.68,13.48,499.93,10588.43,21.18,-199.88,2400,8,True,False
474762953,De 0 a 5k,A,400.01,5612.21,14.03,400.0,10959.93,27.4,0.009999999999990905,3800,7,True,False
711082056,De 0 a 5k,C,399.89,6998.07,17.5,500.19,6687.5,13.37,-100.30000000000001,7100,42,True,True
704933786,De 0 a 5k,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3200,19,False,True
917191450,De 0 a 5k,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7200,16,False,True
566729216,De 10 a 15k,B,1500.03,44115.85,29.41,0.0,0.0,0.0,1500.03,23100,54,True,False
141043845,De 5 a 10k,A,0.0,0.0,0.0,199.97,4201.34,21.01,-199.97,5000,11,True,False
106512958,De 10 a 15k,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29700,86,True,False
106708344,De 5 a 10k,C,1000.02,20670.5,20.67,0.0,0.0,0.0,1000.02,4000,16,True,False
791781088,De 0 a 5k,B,299.94,6808.7,22.7,299.98,5729.6,19.1,-0.040000000000020464,1300,3,True,True
566784060,De 5 a 10k,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5400,16,False,False
976579343,De 5 a 10k,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800,1,True,True
991029157,De 0 a 5k,B,499.94,9848.9,19.7,200.03,3780.52,18.9,299.90999999999997,3200,8,True,False
446719359,De 0 a 5k,C,500.03,11450.62,22.9,0.0,0.0,0.0,500.03,2300,12,True,True
485252379,De 0 a 5k,C,99.99,2803.58,28.04,499.83,5683.02,11.37,-399.84,2900,11,True,False
622010014,De 5 a 10k,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18400,49,True,False
253985079,De 10 a 15k,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6300,44,False,True
216245666,De 0 a 5k,C,0.0,0.0,0.0,199.95,3425.1,17.13,-199.95,8900,18,True,False
258367077,De 10 a 15k,C,600.02,14010.42,23.35,0.0,0.0,0.0,600.02,23700,61,True,False
560879074,De 10 a 15k,A,0.0,0.0,0.0,1200.05,17376.79,14.48,-1200.05,24000,207,True,True
934045340,De 15 a 20k,C,1199.95,26650.85,22.21,2000.37,53069.74,26.53,-800.4199999999998,20800,36,True,False
833223213,De 5 a 10k,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800,7,True,False
859755465,De 0 a 5k,C,500.11,7161.59,14.32,500.08,9776.66,19.55,0.03000000000002956,6900,64,True,False
778127439,De 10 a 15k,B,300.0,4302.02,14.34,0.0,0.0,0.0,300.0,22200,39,True,False
479313616,De 0 a 5k,C,0.0,0.0,0.0,99.98,1003.78,10.04,-99.98,6300,28,False,True
327472439,De 15 a 20k,C,2000.37,33266.19,16.63,0.0,0.0,0.0,2000.37,24000,70,True,False
680124173,De 5 a 10k,B,0.0,0.0,0.0,600.2,7994.7,13.32,-600.2,4400,35,True,False
754085633,De 5 a 10k,A,0.0,0.0,0.0,599.9,12387.86,20.65,-599.9,5800,55,True,False
847568089,De 15 a 20k,B,1599.51,17562.67,10.98,1999.68,31435.0,15.72,-400.1700000000001,34000,183,True,False
461761348,De 0 a 5k,B,299.95,8284.6,27.62,300.09,3961.21,13.2,-0.13999999999998636,8900,32,True,False
209004756,De 0 a 5k,B,300.0,3588.04,11.96,399.95,6607.17,16.52,-99.94999999999999,5400,13,True,True
836414541,De 0 a 5k,B,499.81,6522.51,13.05,99.99,2984.85,29.85,399.82,3900,8,True,False
713020081,De 0 a 5k,B,299.94,6853.59,22.85,300.02,5703.47,19.01,-0.07999999999998408,3600,9,True,True
336162009,De 10 a 15k,A,300.11,3709.3,12.36,1500.04,22020.54,14.68,-1199.9299999999998,22800,94,True,False
494448361,De 10 a 15k,B,1200.1,23738.06,19.78,0.0,0.0,0.0,1200.1,7500,13,True,False
264208726,De 0 a 5k,A,300.01,8712.26,29.04,100.0,1454.02,14.54,200.01,6300,49,True,False
897330069,De 5 a 10k,B,400.01,9028.29,22.57,0.0,0.0,0.0,400.01,17600,35,True,False
925184521,De 10 a 15k,B,1200.14,16633.88,13.86,1199.77,30618.15,25.52,0.37000000000011823,300,1,True,True
477866264,De 0 a 5k,B,0.0,0.0,0.0,100.02,1325.32,13.25,-100.02,8400,42,True,False
862111288,De 0 a 5k,A,0.0,0.0,0.0,299.98,8615.37,28.72,-299.98,4200,7,True,False
828694592,De 0 a 5k,C,200.01,2156.06,10.78,200.03,3676.49,18.38,-0.020000000000010232,2300,12,True,False
650847154,De 0 a 5k,A,100.01,2738.37,27.38,100.03,1467.4,14.67,-0.01999999999999602,9500,18,True,False
553865139,De 5 a 10k,A,0.0,0.0,0.0,999.65,13355.26,13.36,-999.65,5600,17,True,False
181861754,De 0 a 5k,C,300.03,8961.76,29.87,400.04,9372.86,23.43,-100.01000000000005,5500,26,True,False
497684750,De 0 a 5k,A,300.06,7084.32,23.61,0.0,0.0,0.0,300.06,3700,13,True,False
591861883,De 10 a 15k,C,299.9,4126.62,13.76,1500.13,35072.94,23.38,-1200.23,16500,58,True,False
981093695,De 0 a 5k,C,0.0,0.0,0.0,100.02,1981.48,19.81,-100.02,5400,12,False,True
425827666,De 5 a 10k,B,0.0,0.0,0.0,400.12,5637.73,14.09,-400.12,3400,7,True,False
406206938,De 10 a 15k,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24300,118,True,False
447408881,De 0 a 5k,B,100.01,2807.17,28.07,100.02,1111.18,11.11,-0.009999999999990905,3400,10,False,True
762946130,De 10 a 15k,A,599.99,12131.86,20.22,0.0,0.0,0.0,599.99,2100,7,True,False
461037617,De 0 a 5k,C,200.02,4552.52,22.76,200.03,5272.89,26.36,-0.009999999999990905,5800,27,True,False
457858046,De 0 a 5k,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,2,False,True
424625970,De 0 a 5k,A,300.05,7957.39,26.52,0.0,0.0,0.0,300.05,9600,18,True,False
369731841,De 0 a 5k,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6800,37,False,True
266229441,De 0 a 5k,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200,1,False,True
481292148,De 0 a 5k,B,0.0,0.0,0.0,200.05,3568.93,17.84,-200.05,800,2,True,False
428332961,De 15 a 20k,B,0.0,0.0,0.0,799.86,8438.56,10.55,-799.86,31200,66,True,False
785204614,De 5 a 10k,C,0.0,0.0,0.0,400.1,4745.23,11.86,-400.1,9000,80,True,False
664226323,De 0 a 5k,C,0.0,0.0,0.0,400.07,11801.95,29.5,-400.07,2100,4,True,False
161131958,De 5 a 10k,C,0.0,0.0,0.0,200.0,5448.0,27.24,-200.0,10400,24,True,False
819259976,De 5 a 10k,C,399.88,5826.3,14.57,399.94,7134.99,17.84,-0.060000000000002274,6800,18,True,False
169423162,De 0 a 5k,A,199.97,5481.29,27.41,400.02,9840.54,24.6,-200.04999999999998,8600,20,True,True
827910952,De 10 a 15k,B,1500.22,40100.85,26.73,600.14,8221.9,13.7,900.08,4800,29,True,False
930559703,De 15 a 20k,B,2000.12,54683.17,27.34,1200.17,26127.65,21.77,799.9499999999998,8400,70,True,False
196870970,De 5 a 10k,C,0.0,0.0,0.0,199.97,4851.22,24.26,-199.97,7800,17,True,False
150630900,De 0 a 5k,A,199.98,3075.66,15.38,99.99,2875.85,28.76,99.99,4800,16,True,False
627829974,De 0 a 5k,A,299.99,6839.79,22.8,300.03,7329.82,24.43,-0.03999999999996362,6600,16,True,False
493432791,De 0 a 5k,A,500.01,13415.26,26.83,0.0,0.0,0.0,500.01,900,2,True,False
398640836,De 5 a 10k,C,799.81,11845.19,14.81,0.0,0.0,0.0,799.81,3000,16,True,False
751824919,De 10 a 15k,A,1500.41,24591.66,16.39,300.09,4135.23,13.78,1200.3200000000002,3600,12,True,False
738878274,De 5 a 10k,C,399.95,11846.6,29.62,0.0,0.0,0.0,399.95,4400,9,True,False
453183423,De 5 a 10k,C,999.86,16777.62,16.78,0.0,0.0,0.0,999.86,3400,15,True,True
745801617,De 0 a 5k,B,200.01,5266.3,26.33,499.97,13094.31,26.19,-299.96000000000004,7800,14,True,False
692326556,De 0 a 5k,A,400.05,11773.59,29.43,400.05,7308.88,18.27,0.0,4100,9,True,False
576845075,De 0 a 5k,C,300.08,4519.23,15.06,0.0,0.0,0.0,300.08,5500,33,True,True
475014228,De 5 a 10k,C,1000.17,16782.83,16.78,200.0,5339.98,26.7,800.17,10600,37,True,False
451447752,De 5 a 10k,B,0.0,0.0,0.0,599.88,14067.19,23.45,-599.88,1200,2,True,False
508021492,De 10 a 15k,C,0.0,0.0,0.0,1200.27,25901.81,21.58,-1200.27,7200,64,True,True
256990483,De 10 a 15k,C,899.81,17339.34,19.27,300.0,7022.89,23.41,599.81,6300,12,True,False
196436671,De 10 a 15k,B,0.0,0.0,0.0,1499.83,42010.35,28.01,-1499.83,28500,209,True,False
360092774,De 5 a 10k,C,400.09,8457.97,21.14,199.98,4051.61,20.26,200.10999999999999,600,4,True,False
695569360,De 0 a 5k,A,400.08,4600.89,11.5,0.0,0.0,0.0,400.08,600,1,True,False
349890282,De 5 a 10k,B,0.0,0.0,0.0,799.87,10854.29,13.57,-799.87,12400,26,True,False
144895373,De 10 a 15k,C,600.04,11724.83,19.54,600.16,6367.74,10.61,-0.12000000000000455,15300,26,True,False
953031034,De 10 a 15k,B,1499.53,20753.49,13.84,0.0,0.0,0.0,1499.53,1200,4,True,True
568552787,De 0 a 5k,B,0.0,0.0,0.0,299.9,4669.52,15.57,-299.9,1500,4,False,True
699954530,De 5 a 10k,C,600.1,6445.05,10.74,800.01,12664.09,15.83,-199.90999999999997,14200,30,True,True
754534334,De 5 a 10k,C,999.9,29606.92,29.61,799.99,11031.93,13.79,199.90999999999997,4400,23,True,False
724387037,De 0 a 5k,B,400.07,5492.93,13.73,500.11,9712.12,19.42,-100.04000000000002,9600,36,True,False
233587003,De 0 a 5k,C,499.99,14104.66,28.21,200.04,4746.97,23.73,299.95000000000005,3700,11,True,False
577196241,De 5 a 10k,C,0.0,0.0,0.0,600.04,16987.14,28.31,-600.04,10800,61,True,False
217646652,De 5 a 10k,B,1000.11,18101.94,18.1,800.04,12400.58,15.5,200.07000000000005,14800,26,True,False
146664602,De 10 a 15k,C,900.0,24579.13,27.31,0.0,0.0,0.0,900.0,9000,39,True,False
110941047,De 5 a 10k,B,0.0,0.0,0.0,800.15,15034.8,18.79,-800.15,13200,27,True,False
980330909,De 0 a 5k,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4600,23,False,False
743710421,De 0 a 5k,B,399.93,4499.23,11.25,300.05,7870.27,26.23,99.88,3300,9,True,False
618105122,De 10 a 15k,B,599.97,17381.22,28.97,599.87,9196.05,15.33,0.10000000000002274,20400,63,True,False
301124189,De 5 a 10k,B,999.84,25185.86,25.19,0.0,0.0,0.0,999.84,7800,21,True,False
220408656,De 0 a 5k,B,200.01,3384.19,16.92,199.98,3975.55,19.88,0.030000000000001137,1900,4,True,False
873095097,De 5 a 10k,A,800.01,21800.21,27.25,0.0,0.0,0.0,800.01,7000,18,True,False
449378736,De 0 a 5k,B,0.0,0.0,0.0,300.09,4231.21,14.1,-300.09,8800,18,True,False
384643712,De 10 a 15k,C,0.0,0.0,0.0,1500.0,32670.1,21.78,-1500.0,6600,14,True,True
225629845,De 5 a 10k,A,0.0,0.0,0.0,200.03,3962.5,19.81,-200.03,11200,19,True,False
198008549,De 15 a 20k,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,4,False,False
537149058,De 0 a 5k,A,0.0,0.0,0.0,499.93,9668.57,19.34,-499.93,6000,53,True,False
626176406,De 15 a 20k,B,1999.67,50151.7,25.08,2000.07,36481.32,18.24,-0.3999999999998636,36000,68,True,False
273383127,De 10 a 15k,C,899.89,19122.61,21.25,0.0,0.0,0.0,899.89,7500,32,True,False
613988527,De 10 a 15k,C,899.79,16106.32,17.9,0.0,0.0,0.0,899.79,15000,57,True,True
253458772,De 5 a 10k,A,800.18,11890.63,14.86,200.07,2392.89,11.96,600.1099999999999,18600,52,True,False
548647934,De 10 a 15k,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15600,63,True,False
536186073,De 0 a 5k,A,200.01,3164.08,15.82,0.0,0.0,0.0,200.01,7200,43,True,False
387071663,De 0 a 5k,B,399.99,10867.81,27.17,100.02,1411.24,14.11,299.97,9400,20,True,False
278233323,De 0 a 5k,A,500.01,12000.3,24.0,300.0,8436.02,28.12,200.01,6600,26,True,True
912688216,De 0 a 5k,C,199.99,4897.86,24.49,0.0,0.0,0.0,199.99,5400,16,True,False
792855347,De 0 a 5k,B,500.04,10835.92,21.67,0.0,0.0,0.0,500.04,9900,30,True,False
120433622,De 0 a 5k,A,0.0,0.0,0.0,99.99,2429.76,24.3,-99.99,9500,16,True,False
794555145,De 10 a 15k,B,600.03,13176.58,21.96,0.0,0.0,0.0,600.03,16800,48,True,False
964751749,De 0 a 5k,C,399.96,9998.99,25.0,400.01,5752.1,14.38,-0.05000000000001137,2400,4,True,True
500185200,De 5 a 10k,A,599.99,8399.92,14.0,1000.17,15362.54,15.36,-400.17999999999995,6600,16,True,False
270772067,De 5 a 10k,B,200.02,4844.56,24.22,0.0,0.0,0.0,200.02,4800,19,True,False
106494636,De 0 a 5k,A,499.92,12622.95,25.25,0.0,0.0,0.0,499.92,100,1,True,False
996889894,De 5 a 10k,C,999.79,13067.3,13.07,999.86,14028.06,14.03,-0.07000000000005002,11400,23,True,True
555913687,De 0 a 5k,A,0.0,0.0,0.0,299.93,4888.85,16.3,-299.93,9600,20,True,False
250972392,De 0 a 5k,B,500.04,11515.95,23.03,0.0,0.0,0.0,500.04,5100,9,True,False
